Elapsed time,ax,ay,az,temp,EDA
'0:00.000',0.44996796,-1.00996857,-0.04000366,27.00006409,3.25101413
'0:00.125',0.43999268,-1.01998718,-0.04000366,27.00006409,3.25605237
'0:00.250',0.44996796,-1.01998718,-0.05000458,27.00006409,3.25605237
'0:00.375',0.44996796,-1.00996857,-0.04000366,27.00006409,3.25605237
'0:00.500',0.43999268,-1.00996857,-0.05000458,27.00006409,3.25605237
'0:00.625',0.44996796,-1.00996857,-0.06000549,27.00006409,3.25605237
'0:00.750',0.44996796,-0.99998535,-0.02000183,27.00006409,3.25605237
'0:00.875',0.44996796,-0.99998535,-0.05000458,27.20000763,3.25101413
'0:01.000',0.44996796,-1.00996857,-0.04000366,27.20000763,3.25605237
'0:01.125',0.45997925,-1.00996857,-0.04000366,27.20000763,3.25605237
'0:01.250',0.45997925,-1.00996857,-0.04000366,27.20000763,3.27908432
'0:01.375',0.44996796,-1.0299704,-0.04000366,27.00006409,3.25605237
'0:01.500',0.4300174,-1.01998718,-0.04000366,27.00006409,3.25605237
'0:01.625',0.41003082,-1.01998718,-0.04000366,27.20000763,3.27908432
'0:01.750',0.31002594,-0.99998535,0,27.20000763,3.25605237
'0:01.875',0.40001953,-1.00996857,-0.02000183,27.20000763,3.25605237
'0:02.000',0.41003082,-1.01998718,-0.03000275,27.00006409,3.25605237
'0:02.125',0.4999884,-1.11999634,-0.11001007,27.20000763,3.25605237
'0:02.250',0.39000824,-1.07999268,-0.11001007,27.00006409,3.25605237
'0:02.375',0.46999054,-1.00996857,0.08996399,27.20000763,3.25605237
'0:02.500',0.38003296,-0.87997436,0.19997406,27.20000763,3.27908432
'0:02.625',-0.01998657,-0.92999664,0.19997406,27.20000763,3.27908432
'0:02.750',0.10000488,-1.05999084,0.21997589,27.00006409,3.27908432
'0:02.875',-0.06997101,-1.04997223,0.26998047,27.20000763,3.27908432
'0:03.000',-0.14998932,-0.94999847,0.19997406,27.20000763,3.27908432
'0:03.125',-0.1599646,-0.9699649,0.20997497,27.20000763,3.27908432
'0:03.250',-0.27999207,-0.92999664,0.32998596,27.20000763,3.27908432
'0:03.375',-0.20998505,-0.74998016,0.12996765,27.20000763,3.27908432
'0:03.500',-0.23998291,-1.42997162,-0.35998871,27.20000763,3.27908432
'0:03.625',0.12002747,-0.99998535,0,27.20000763,3.3080542
'0:03.750',0.19003449,-1.11999634,0.07996307,27.20000763,3.31300247
'0:03.875',0.22003235,-1.09999451,-0.03000275,27.20000763,3.33603442
'0:04.000',0.16000061,-1.01998718,0.03995941,27.20000763,3.33603442
'0:04.125',0.21002106,-1.03998901,0.02995849,27.20000763,3.33603442
'0:04.250',0.20000977,-1.03998901,0.01995758,27.20000763,3.33603442
'0:04.375',0.21002106,-1.00996857,0,27.20000763,3.34206232
'0:04.500',0.27001679,-1.04997223,0,27.20000763,3.33603442
'0:04.625',0.28002808,-1.03998901,0.00995666,27.20000763,3.33603442
'0:04.750',0.30001465,-1.0299704,0.00995666,27.20000763,3.33603442
'0:04.875',0.22003235,-1.06997406,0,27.20000763,3.33603442
'0:05.000',0.39000824,-0.94999847,0.03995941,27.20000763,3.33603442
'0:05.125',0.31002594,-1.0299704,0.02995849,27.20000763,3.34206232
'0:05.250',0.33001251,-1.03998901,0,27.20000763,3.33603442
'0:05.375',0.3500351,-0.99998535,0,27.20000763,3.33603442
'0:05.500',0.47996582,-1.05999084,0,27.20000763,3.33603442
'0:05.625',0.44996796,-0.99998535,0.01995758,27.20000763,3.33603442
'0:05.750',0.46999054,-1.00996857,0.00995666,27.20000763,3.33603442
'0:05.875',0.44996796,-1.00996857,0,27.20000763,3.33603442
'0:06.000',0.44996796,-1.00996857,0,27.20000763,3.33603442
'0:06.125',0.45997925,-1.00996857,0,27.20000763,3.34206232
'0:06.250',0.45997925,-0.99998535,0,27.20000763,3.34206232
'0:06.375',0.46999054,-1.00996857,0.00995666,27.20000763,3.33603442
'0:06.500',0.45997925,-0.99998535,0,27.20000763,3.34206232
'0:06.625',0.45997925,-0.99998535,0,27.20000763,3.34206232
'0:06.750',0.45997925,-0.99998535,-0.01000092,27.20000763,3.34206232
'0:06.875',0.45997925,-0.99998535,0,27.20000763,3.34206232
'0:07.000',0.47996582,-0.99998535,0,27.20000763,3.34206232
'0:07.125',0.47996582,-0.99998535,0,27.40005646,3.34206232
