Elapsed time,ax,ay,az,temp,EDA
'0:00.000',0.42995392,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:00.125',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:00.250',0.41998810,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:00.375',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:00.500',0.41998810,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:00.625',0.40997482,-1.01999178,-0.07004120,27.00006867,0.42408449
'0:00.750',0.40997482,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:00.875',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42408449
'0:01.000',0.40997482,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:01.125',0.40997482,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:01.250',0.40997482,-1.00999471,-0.07004120,27.00006867,0.42506021
'0:01.375',0.39996155,-1.01999178,-0.09003876,27.00006867,0.42807608
'0:01.500',0.40997482,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:01.625',0.40997482,-1.01999178,-0.06004242,27.00006867,0.42506021
'0:01.750',0.40997482,-1.02998885,-0.08003998,27.00006867,0.42506021
'0:01.875',0.40997482,-1.01999178,-0.09003876,27.00006867,0.42506021
'0:02.000',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:02.125',0.43996719,-1.02998885,-0.07004120,27.00006867,0.42506021
'0:02.250',0.40997482,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:02.375',0.40997482,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:02.500',0.41998810,-1.01999178,-0.06004242,27.00006867,0.42506021
'0:02.625',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:02.750',0.40997482,-1.01999178,-0.07004120,27.00006867,0.42701166
'0:02.875',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42408449
'0:03.000',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:03.125',0.41998810,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:03.250',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42408449
'0:03.375',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:03.500',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:03.625',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:03.750',0.40997482,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:03.875',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42408449
'0:04.000',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:04.125',0.41998810,-1.01999178,-0.07004120,27.20000305,0.42506021
'0:04.250',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:04.375',0.41998810,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:04.500',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:04.625',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42506021
'0:04.750',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42408449
'0:04.875',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42000420
'0:05.000',0.40997482,-1.01999178,-0.08003998,27.00006867,0.42506021
'0:05.125',0.41998810,-1.01999178,-0.07004120,27.00006867,0.42106862
'0:05.250',0.42995392,-1.02998885,-0.08003998,27.00006867,0.41902847
'0:05.375',0.41998810,-1.02998885,-0.08003998,27.20000305,0.42106862
'0:05.500',0.41998810,-1.01999178,-0.08003998,27.20000305,0.42506021
'0:05.625',0.40997482,-1.01999178,-0.07004120,27.00006867,0.41902847
'0:05.750',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41902847
'0:05.875',0.41998810,-1.02998885,-0.08003998,27.20000305,0.41902847
'0:06.000',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41902847
'0:06.125',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:06.250',0.40997482,-1.01999178,-0.08003998,27.20000305,0.41902847
'0:06.375',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:06.500',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41902847
'0:06.625',0.41998810,-1.01999178,-0.07004120,27.00006867,0.41902847
'0:06.750',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:06.875',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:07.000',0.41998810,-1.01999178,-0.08003998,27.00006867,0.41902847
'0:07.125',0.41998810,-1.01999178,-0.07004120,27.00006867,0.41805275
'0:07.250',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41805275
'0:07.375',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41805275
'0:07.500',0.41998810,-1.01999178,-0.07004120,27.00006867,0.41902847
'0:07.625',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:07.750',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:07.875',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:08.000',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:08.125',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41902847
'0:08.250',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41601260
'0:08.375',0.40997482,-1.01999178,-0.07004120,27.20000305,0.41503688
'0:08.500',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41202101
'0:08.625',0.40997482,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:08.750',0.40997482,-1.02998885,-0.07004120,27.20000305,0.41308544
'0:08.875',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:09.000',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:09.125',0.40997482,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:09.250',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:09.375',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41202101
'0:09.500',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:09.625',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41202101
'0:09.750',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:09.875',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41308544
'0:10.000',0.41998810,-1.01999178,-0.07004120,27.20000305,0.41308544
'0:10.125',0.41998810,-1.01999178,-0.07004120,27.20000305,0.40900514
'0:10.250',0.40997482,-1.01999178,-0.08003998,27.20000305,0.40900514
'0:10.375',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41202101
'0:10.500',0.41998810,-1.01999178,-0.08003998,27.20000305,0.41308544
'0:10.625',0.41998810,-1.02998885,-0.07004120,27.20000305,0.41006957
'0:10.750',0.42995392,-1.01999178,-0.08003998,27.40005188,0.41308544
'0:10.875',0.41998810,-1.00999471,-0.09003876,27.20000305,0.40900514
'0:11.000',0.41998810,-1.00999471,-0.09003876,27.20000305,0.41006957
'0:11.125',0.42995392,-1.01999178,-0.08003998,27.20000305,0.40900514
'0:11.250',0.42995392,-1.01999178,-0.08003998,27.20000305,0.41006957
'0:11.375',0.41998810,-1.01999178,-0.09003876,27.20000305,0.41006957
'0:11.500',0.42995392,-1.01999178,-0.09003876,27.20000305,0.41006957
