Elapsed time,ax,ay,az,temp,EDA
'0:00.000',0.55996963,-0.97999588,-0.02002319,26.00004883,0.46503568
'0:00.125',0.58997009,-0.97999588,-0.03003479,26.00004883,0.46503568
'0:00.250',0.56996979,-0.96996704,-0.01001160,26.00004883,0.46503568
'0:00.375',0.56996979,-0.96996704,-0.02002319,26.00004883,0.46503568
'0:00.500',0.58997009,-0.96996704,-0.04000931,25.80000458,0.46001453
'0:00.625',0.58997009,-0.95997314,-0.03003479,26.00004883,0.46107669
'0:00.750',0.60997040,-0.96996704,-0.04000931,26.00004883,0.45702115
'0:00.875',0.58997009,-0.96996704,-0.03003479,26.00004883,0.45904892
'0:01.000',0.57996994,-0.96996704,-0.03003479,26.00004883,0.45904892
'0:01.125',0.58997009,-0.96996704,-0.02002319,26.00004883,0.45904892
'0:01.250',0.58997009,-0.96996704,-0.04000931,26.20009308,0.45605554
'0:01.375',0.58997009,-0.96996704,-0.03003479,26.20009308,0.45508994
'0:01.500',0.58997009,-0.96996704,-0.04000931,26.20009308,0.45605554
'0:01.625',0.57996994,-0.96996704,-0.03003479,26.20009308,0.45508994
'0:01.750',0.58997009,-0.96996704,-0.03003479,26.00004883,0.45702115
'0:01.875',0.58997009,-0.96996704,-0.03003479,26.00004883,0.45508994
'0:02.000',0.59997024,-0.95997314,-0.04000931,26.00004883,0.45508994
'0:02.125',0.59997024,-0.95997314,-0.04000931,26.00004883,0.45200000
'0:02.250',0.58997009,-0.96996704,-0.03003479,26.00004883,0.45200000
'0:02.375',0.58997009,-0.96996704,-0.03003479,26.00004883,0.45200000
'0:02.500',0.59997024,-0.95997314,-0.03003479,26.00004883,0.45200000
'0:02.625',0.59997024,-0.95997314,-0.04000931,26.00004883,0.45200000
'0:02.750',0.60997040,-0.95997314,-0.04000931,26.00004883,0.45200000
'0:02.875',0.60997040,-0.95997314,-0.03003479,26.00004883,0.45200000
'0:03.000',0.60997040,-0.95997314,-0.03003479,26.00004883,0.45200000
'0:03.125',0.60997040,-0.95997314,-0.03003479,26.00004883,0.45200000
'0:03.250',0.60997040,-0.95997314,-0.04000931,26.00004883,0.45200000
'0:03.375',0.60997040,-0.95997314,-0.04000931,26.00004883,0.45200000
'0:03.500',0.59997024,-0.95997314,-0.03003479,26.00004883,0.45006879
'0:03.625',0.60997040,-0.95997314,-0.03003479,26.00004883,0.45006879
'0:03.750',0.60997040,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:03.875',0.59997024,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:04.000',0.59997024,-0.95997314,-0.04000931,26.00004883,0.44601325
'0:04.125',0.60997040,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:04.250',0.59997024,-0.95997314,-0.03003479,26.00004883,0.44504764
'0:04.375',0.59997024,-0.95997314,-0.03003479,26.00004883,0.44504764
'0:04.500',0.58997009,-0.95997314,-0.04000931,26.20009308,0.44601325
'0:04.625',0.61997055,-0.95997314,-0.04000931,26.00004883,0.44601325
'0:04.750',0.61997055,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:04.875',0.61997055,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:05.000',0.62997070,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:05.125',0.61997055,-0.95997314,-0.04000931,26.00004883,0.44601325
'0:05.250',0.61997055,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:05.375',0.61997055,-0.95997314,-0.04000931,26.00004883,0.44301987
'0:05.500',0.60997040,-0.95997314,-0.03003479,26.20009308,0.44301987
'0:05.625',0.61997055,-0.95997314,-0.03003479,26.00004883,0.44601325
'0:05.750',0.60997040,-0.95997314,-0.04000931,26.20009308,0.44301987
'0:05.875',0.60997040,-0.95997314,-0.03003479,26.20009308,0.44301987
'0:06.000',0.61997055,-0.95997314,-0.03003479,26.20009308,0.44002649
'0:06.125',0.60997040,-0.95997314,-0.03003479,26.00004883,0.44002649
'0:06.250',0.60997040,-0.94997925,-0.03003479,26.20009308,0.44002649
'0:06.375',0.61997055,-0.95997314,-0.03003479,26.20009308,0.44002649
'0:06.500',0.61997055,-0.94997925,-0.03003479,26.20009308,0.44002649
'0:06.625',0.61997055,-0.95997314,-0.03003479,26.20009308,0.44002649
'0:06.750',0.61997055,-0.95997314,-0.03003479,26.20009308,0.44002649
'0:06.875',0.60997040,-0.95997314,-0.03003479,26.20009308,0.44002649
'0:07.000',0.61997055,-0.95997314,-0.03003479,26.20009308,0.44002649
'0:07.125',0.61997055,-0.95997314,-0.03003479,26.20009308,0.43403974
'0:07.250',0.61997055,-0.94997925,-0.03003479,26.20009308,0.44002649
'0:07.375',0.61997055,-0.95997314,-0.03003479,26.20009308,0.43403974
'0:07.500',0.61997055,-0.94997925,-0.03003479,26.20009308,0.43403974
'0:07.625',0.61997055,-0.94997925,-0.04000931,26.20009308,0.43809528
'0:07.750',0.60997040,-0.95997314,-0.03003479,26.20009308,0.43403974
'0:07.875',0.60997040,-0.95997314,-0.03003479,26.20009308,0.43403974
'0:08.000',0.60997040,-0.95997314,-0.04000931,26.20009308,0.43403974
'0:08.125',0.60997040,-0.95997314,-0.03003479,26.20009308,0.43403974
'0:08.250',0.61997055,-0.94997925,-0.03003479,26.20009308,0.43403974
'0:08.375',0.62997070,-0.95997314,-0.03003479,26.20009308,0.43403974
'0:08.500',0.61997055,-0.94997925,-0.03003479,26.20009308,0.42708737
'0:08.625',0.61997055,-0.94997925,-0.04000931,26.20009308,0.42805298
'0:08.750',0.61997055,-0.94997925,-0.04000931,26.20009308,0.43201196
'0:08.875',0.61997055,-0.94997925,-0.03003479,26.20009308,0.42805298
'0:09.000',0.62997070,-0.94997925,-0.03003479,26.20009308,0.42708737
'0:09.125',0.62997070,-0.95997314,-0.03003479,26.20009308,0.42805298
'0:09.250',0.61997055,-0.94997925,-0.04000931,26.20009308,0.42805298
'0:09.375',0.61997055,-0.94997925,-0.04000931,26.20009308,0.42805298
'0:09.500',0.61997055,-0.95997314,-0.03003479,26.20009308,0.42805298
'0:09.625',0.61997055,-0.95997314,-0.03003479,26.20009308,0.42805298
'0:09.750',0.61997055,-0.94997925,-0.03003479,26.20009308,0.42805298
'0:09.875',0.61997055,-0.94997925,-0.03003479,26.20009308,0.42805298
'0:10.000',0.61997055,-0.94997925,-0.04000931,26.20009308,0.42805298
'0:10.125',0.61997055,-0.95997314,-0.04000931,26.20009308,0.42805298
'0:10.250',0.60997040,-0.95997314,-0.03003479,26.20009308,0.42505960
'0:10.375',0.60997040,-0.95997314,-0.03003479,26.20009308,0.42505960
'0:10.500',0.60997040,-0.95997314,-0.03003479,26.20009308,0.42505960
'0:10.625',0.60997040,-0.95997314,-0.04000931,26.20009308,0.42206623
'0:10.750',0.60997040,-0.95997314,-0.03003479,26.20009308,0.42206623
'0:10.875',0.60997040,-0.95997314,-0.04000931,26.20009308,0.42206623
'0:11.000',0.60997040,-0.95997314,-0.03003479,26.20009308,0.42206623
'0:11.125',0.60997040,-0.95997314,-0.04000931,26.20009308,0.42206623
'0:11.250',0.61997055,-0.95997314,-0.03003479,26.40000153,0.42206623
'0:11.375',0.60997040,-0.95997314,-0.03003479,26.20009308,0.42206623
'0:11.500',0.60997040,-0.95997314,-0.03003479,26.20009308,0.41907285
'0:11.625',0.60997040,-0.95997314,-0.03003479,26.20009308,0.42003845
'0:11.750',0.60997040,-0.95997314,-0.03003479,26.20009308,0.41704508
'0:11.875',0.61997055,-0.95997314,-0.03003479,26.40000153,0.42003845
'0:12.000',0.60997040,-0.94997925,-0.03003479,26.40000153,0.41704508
'0:12.125',0.61997055,-0.94997925,-0.04000931,26.20009308,0.41704508
'0:12.250',0.61997055,-0.94997925,-0.03003479,26.40000153,0.41704508
'0:12.375',0.61997055,-0.95997314,-0.03003479,26.40000153,0.41704508
'0:12.500',0.60997040,-0.94997925,-0.03003479,26.40000153,0.41704508
'0:12.625',0.60997040,-0.95997314,-0.03003479,26.40000153,0.41704508
'0:12.750',0.60997040,-0.94997925,-0.04000931,26.40000153,0.41704508
'0:12.875',0.60997040,-0.95997314,-0.03003479,26.40000153,0.41308609
'0:13.000',0.60997040,-0.95997314,-0.03003479,26.40000153,0.41405170
'0:13.125',0.60997040,-0.95997314,-0.03003479,26.40000153,0.41308609
'0:13.250',0.60997040,-0.95997314,-0.04000931,26.40000153,0.41105832
'0:13.375',0.60997040,-0.95997314,-0.04000931,26.40000153,0.41105832
'0:13.500',0.59997024,-0.95997314,-0.03003479,26.40000153,0.41105832
'0:13.625',0.60997040,-0.95997314,-0.03003479,26.40000153,0.41009272
'0:13.750',0.60997040,-0.95997314,-0.03003479,26.40000153,0.41105832
'0:13.875',0.60997040,-0.95997314,-0.03003479,26.40000153,0.40700278
'0:14.000',0.60997040,-0.95997314,-0.03003479,26.40000153,0.40806494
'0:14.125',0.59997024,-0.95997314,-0.03003479,26.40000153,0.40806494
'0:14.250',0.59997024,-0.95997314,-0.04000931,26.40000153,0.40806494
'0:14.375',0.60997040,-0.95997314,-0.04000931,26.40000153,0.40806494
'0:14.500',0.60997040,-0.95997314,-0.04000931,26.40000153,0.40806494
'0:14.625',0.59997024,-0.95997314,-0.03003479,26.40000153,0.40806494
'0:14.750',0.60997040,-0.95997314,-0.03003479,26.40000153,0.40806494
'0:14.875',0.59997024,-0.95997314,-0.03003479,26.40000153,0.40806494
'0:15.000',0.60997040,-0.95997314,-0.03003479,26.40000153,0.40400940
'0:15.125',0.60997040,-0.95997314,-0.04000931,26.40000153,0.40400940
'0:15.250',0.60997040,-0.95997314,-0.03003479,26.40000153,0.40507157
'0:15.375',0.61997055,-0.95997314,-0.03003479,26.40000153,0.40507157
'0:15.500',0.60997040,-0.95997314,-0.03003479,26.60004578,0.40507157
'0:15.625',0.61997055,-0.95997314,-0.04000931,26.40000153,0.40507157
'0:15.750',0.61997055,-0.95997314,-0.03003479,26.40000153,0.40400940
'0:15.875',0.60997040,-0.95997314,-0.04000931,26.40000153,0.40507157
'0:16.000',0.60997040,-0.95997314,-0.04000931,26.60004578,0.40507157
'0:16.125',0.60997040,-0.95997314,-0.03003479,26.40000153,0.40101602
'0:16.250',0.60997040,-0.95997314,-0.03003479,26.40000153,0.40507157
'0:16.375',0.59997024,-0.95997314,-0.03003479,26.40000153,0.39908481
'0:16.500',0.60997040,-0.95997314,-0.03003479,26.40000153,0.39908481
'0:16.625',0.60997040,-0.95997314,-0.03003479,26.40000153,0.39802264
'0:16.750',0.60997040,-0.95997314,-0.03003479,26.60004578,0.39908481
'0:16.875',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39802264
'0:17.000',0.59997024,-0.95997314,-0.03003479,26.40000153,0.39908481
'0:17.125',0.59997024,-0.95997314,-0.04000931,26.60004578,0.39908481
'0:17.250',0.59997024,-0.95997314,-0.03003479,26.40000153,0.39908481
'0:17.375',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39908481
'0:17.500',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39609143
'0:17.625',0.60997040,-0.95997314,-0.03003479,26.60004578,0.39705704
'0:17.750',0.60997040,-0.95997314,-0.03003479,26.60004578,0.39705704
'0:17.875',0.59997024,-0.95997314,-0.04000931,26.60004578,0.39300150
'0:18.000',0.59997024,-0.95997314,-0.03003479,26.40000153,0.39300150
'0:18.125',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39300150
'0:18.250',0.60997040,-0.95997314,-0.03003479,26.60004578,0.39300150
'0:18.375',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39300150
'0:18.500',0.60997040,-0.95997314,-0.03003479,26.60004578,0.39300150
'0:18.625',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39300150
'0:18.750',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39300150
'0:18.875',0.60997040,-0.95997314,-0.03003479,26.60004578,0.39300150
'0:19.000',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39107028
'0:19.125',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39000812
'0:19.250',0.59997024,-0.95997314,-0.03003479,26.60004578,0.39107028
'0:19.375',0.60997040,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:19.500',0.60997040,-0.95997314,-0.03003479,26.60004578,0.39107028
'0:19.625',0.59997024,-0.96996704,-0.03003479,26.60004578,0.39107028
'0:19.750',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:19.875',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:20.000',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:20.125',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:20.250',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:20.375',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:20.500',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:20.625',0.59997024,-0.95997314,-0.04000931,26.60004578,0.38701474
'0:20.750',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:20.875',0.59997024,-0.95997314,-0.03003479,26.60004578,0.38701474
'0:21.000',0.60997040,-0.95997314,-0.03003479,26.60004578,0.38701474
