Elapsed time,ax,ay,az,temp,EDA
'0:00.000',1.14996857,-0.49006104,-0.11002396,27.40005188,0.44504495
'0:00.125',1.10997711,-0.38003082,-0.24004074,27.40005188,0.44800848
'0:00.250',1.08998138,-0.49006104,-0.23002319,27.20006714,0.44800848
'0:00.375',1.13997070,-0.48005829,-0.25001602,27.40005188,0.44504495
'0:00.500',1.07998352,-0.48005829,-0.23002319,27.40005188,0.44800848
'0:00.625',1.04998993,-0.48005829,-0.22000565,27.40005188,0.44800848
'0:00.750',1.07998352,-0.47005554,-0.22000565,27.40005188,0.44704212
'0:00.875',1.07998352,-0.47005554,-0.21003037,27.20006714,0.44601132
'0:01.000',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44504495
'0:01.125',1.08998138,-0.48005829,-0.21003037,27.40005188,0.44800848
'0:01.250',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:01.375',1.08998138,-0.48005829,-0.21003037,27.40005188,0.44601132
'0:01.500',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44504495
'0:01.625',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:01.750',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:01.875',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44105063
'0:02.000',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:02.125',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:02.250',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:02.375',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:02.500',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:02.625',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:02.750',1.08998138,-0.48005829,-0.22000565,27.40005188,0.44201700
'0:02.875',1.08998138,-0.48005829,-0.22000565,27.40005188,0.44201700
'0:03.000',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:03.125',1.07998352,-0.48005829,-0.22000565,27.40005188,0.44201700
'0:03.250',1.07998352,-0.47005554,-0.22000565,27.40005188,0.44201700
'0:03.375',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:03.500',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:03.625',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:03.750',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:03.875',1.07998352,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:04.000',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:04.125',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:04.250',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44105063
'0:04.375',1.08998138,-0.48005829,-0.21003037,27.40005188,0.44201700
'0:04.500',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:04.625',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:04.750',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44105063
'0:04.875',1.07998352,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:05.000',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:05.125',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:05.250',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:05.375',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:05.500',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:05.625',1.07998352,-0.46005280,-0.21003037,27.40005188,0.44105063
'0:05.750',1.08998138,-0.46005280,-0.21003037,27.40005188,0.43905347
'0:05.875',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:06.000',1.08998138,-0.47005554,-0.21003037,27.40005188,0.44201700
'0:06.125',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:06.250',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:06.375',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:06.500',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:06.625',1.08998138,-0.46005280,-0.21003037,27.40005188,0.43905347
'0:06.750',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:06.875',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43505914
'0:07.000',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43602551
'0:07.125',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43505914
'0:07.250',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43905347
'0:07.375',1.08998138,-0.46005280,-0.21003037,27.40005188,0.43602551
'0:07.500',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43602551
'0:07.625',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43602551
'0:07.750',1.07998352,-0.46005280,-0.20001282,27.40005188,0.43602551
'0:07.875',1.07998352,-0.45005005,-0.22000565,27.40005188,0.43602551
'0:08.000',1.08998138,-0.46005280,-0.21003037,27.40005188,0.43602551
'0:08.125',1.07998352,-0.45005005,-0.21003037,27.40005188,0.43602551
'0:08.250',1.08998138,-0.48005829,-0.22000565,27.40005188,0.43602551
'0:08.375',1.06998566,-0.50006378,-0.21003037,27.40005188,0.43505914
'0:08.500',1.08998138,-0.49006104,-0.19003754,27.40005188,0.43505914
'0:08.625',1.06998566,-0.50006378,-0.30001923,27.40005188,0.43602551
'0:08.750',1.09997925,-0.49006104,-0.19003754,27.40005188,0.43602551
'0:08.875',1.08998138,-0.45005005,-0.21003037,27.40005188,0.43306198
'0:09.000',1.08998138,-0.47005554,-0.19003754,27.40005188,0.43602551
'0:09.125',1.08998138,-0.46005280,-0.21003037,27.40005188,0.43505914
'0:09.250',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43602551
'0:09.375',1.08998138,-0.46005280,-0.20001282,27.40005188,0.43602551
'0:09.500',1.08998138,-0.47005554,-0.20001282,27.40005188,0.43602551
'0:09.625',1.08998138,-0.47005554,-0.20001282,27.40005188,0.43306198
'0:09.750',1.08998138,-0.47005554,-0.21003037,27.60003662,0.43602551
'0:09.875',1.08998138,-0.47005554,-0.20001282,27.40005188,0.43505914
'0:10.000',1.09997925,-0.47005554,-0.20001282,27.40005188,0.43602551
'0:10.125',1.08998138,-0.47005554,-0.21003037,27.40005188,0.43602551
'0:10.250',1.07998352,-0.47005554,-0.20001282,27.40005188,0.43306198
'0:10.375',1.08998138,-0.47005554,-0.20001282,27.40005188,0.43602551
'0:10.500',1.08998138,-0.47005554,-0.20001282,27.60003662,0.43306198
'0:10.625',1.07998352,-0.48005829,-0.21003037,27.40005188,0.43602551
'0:10.750',1.07998352,-0.47005554,-0.21003037,27.40005188,0.43306198
