Elapsed time,ax,ay,az,temp,EDA
'0:00.000',0.96997131,-0.67005829,-0.07004547,28.70009461,0.81804387
'0:00.125',0.96997131,-0.68001770,-0.07004547,28.90009461,0.81804387
'0:00.250',0.97998291,-0.67005829,-0.07004547,28.90009461,0.81601674
'0:00.375',0.96997131,-0.67005829,-0.06003220,28.90009461,0.81500317
'0:00.500',0.97998291,-0.67005829,-0.06003220,28.90009461,0.81302431
'0:00.625',0.96997131,-0.67005829,-0.07004547,28.90009461,0.81500317
'0:00.750',0.96997131,-0.67005829,-0.07004547,28.90009461,0.81302431
'0:00.875',0.96997131,-0.67005829,-0.07004547,28.90009461,0.81302431
'0:01.000',0.96997131,-0.67005829,-0.07004547,28.90009461,0.80703945
'0:01.125',0.97998291,-0.66003113,-0.07004547,28.90009461,0.80703945
'0:01.250',0.97998291,-0.67005829,-0.06003220,28.90009461,0.80703945
'0:01.375',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80501231
'0:01.500',0.96997131,-0.67005829,-0.07004547,28.90009461,0.80501231
'0:01.625',0.96997131,-0.68001770,-0.07004547,28.90009461,0.79700032
'0:01.750',0.96997131,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:01.875',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:02.000',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:02.125',0.96997131,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:02.250',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:02.375',0.97998291,-0.66003113,-0.07004547,28.90009461,0.80004102
'0:02.500',0.96997131,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:02.625',0.96997131,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:02.750',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:02.875',0.97998291,-0.66003113,-0.07004547,28.90009461,0.79700032
'0:03.000',0.96997131,-0.66003113,-0.07004547,28.90009461,0.79700032
'0:03.125',0.97998291,-0.66003113,-0.07004547,28.90009461,0.79700032
'0:03.250',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:03.375',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80501231
'0:03.500',0.97998291,-0.66003113,-0.07004547,28.90009461,0.80703945
'0:03.625',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80501231
'0:03.750',0.96997131,-0.67005829,-0.07004547,28.90009461,0.80004102
'0:03.875',0.97998291,-0.66003113,-0.07004547,28.90009461,0.79700032
'0:04.000',0.97998291,-0.65000397,-0.06003220,28.90009461,0.80004102
'0:04.125',0.97998291,-0.66003113,-0.06003220,28.90009461,0.80004102
'0:04.250',0.96997131,-0.67005829,-0.07004547,28.90009461,0.79700032
'0:04.375',0.97998291,-0.66003113,-0.06003220,28.90009461,0.80004102
'0:04.500',0.97998291,-0.67005829,-0.07004547,28.90009461,0.80004102
